,Summary Text,Sentiment Polarity,Twit_text,Sentiment Polarity Twitter
41,"However, in the past year or so, TikTok has becomes the grounds for a thriving style community, where non-binary content creators swap gender-affirming fashion tips or simply -- but no less importantly -- freely express their style.
Kate Sabatine (@k8sabz) offers their style tips and queer-focused fashion advice.
This is why Sabatine, one of the app's biggest non-binary fashion creators, says that their fashion videos have the simple goal of encouraging followers to find their own style, without the pressure to achieve an unattainable look established by the fashion elite.
In some of their videos, Sabatine also explores thrifting, tacitly encouraging those watching to consume mindfully.
So I think it just spills out on TikTok however I'm feeling at whatever given day, at whatever given time.""",0.13333333333333333,"A woman lost part of her vision and inadvertently put her family at risk of mercury poisoning, most likely from using beauty products containing high levels of mercury. https://t.co/VjLVsWcxcy",0.22
42,"Then there's The Astronaut, an Italian guy specializing in Soviet watches related to the USSR's space missions.
The story illustrates just what make Soviet watch collectors tick.
And that's what sets Soviet watch collectors apart from your regular horology enthusiasts, said Oatman-Stanford.
""Nobody is buying Russian watches or Soviet watches for the reason that most people buy watches, which is it's a fashion piece, a jewelry accessory,"" he said.
Roots in AmericaThe Soviet watch industry traces its roots to what was then America's industrial heartland.",0.1,"China’s top health officials have pledged to rectify Covid-19 control measures to reduce their impact on people’s lives, while deflecting blame for public frustration away from the policy itself https://t.co/PO14bscXlJ",0.25
43,"And while the idea of perfecting yourself surgically is a relatively recent phenomenon, there is evidence of reconstructive surgery going back to antiquity.
An illustration depicting 19th-century plastic surgery being performed on a woman with facial burns.
Headed by doctor Maurice Virenque, the hospital has been a pioneer of reconstructive surgery in the 20th century.
""You've got all these plastic surgeons that haven't got anything else to do,"" he said.
Patients await a check-up after a plastic surgery procedure at a clinic in Tirana, Albania.",0.0,"The 16-year-old Pennsylvania boy who allegedly confessed over Instagram video chat to killing a young girl told police when he was taken into custody that “it was an accident,” according to a criminal complaint https://t.co/N48c29IsRr",-0.175
44,"Written by Eva Rothenberg, CNNFor his first few days at sea on the MS Porrima, Gunter Pauli was stunned by the silence aboard his solar-powered ship.
The MS Porrima pictured in March during a scheduled stop in Dubai.
The MS Porrima pictured in Osaka, Japan, prior to its departure.
Credit: MS Porrima's Blue Odyssey/HandoutBut Pauli also hopes to inspire change in the immediate future, with some of the ship's technology expected to be disseminated through the shipping sector.
Top image caption: Aerial shot of the MS Porrima",0.06428571428571428,"More than 40 million people from southeastern Texas eastward to Georgia, and northward to central Indiana and Illinois are under a threat of severe weather Tuesday, according to the Storm Prediction Center https://t.co/9nXzFysN2M",0.13333333333333333
45,"In 1992, after years of raids on his boutique and litigation from many of the luxury brands he knocked off, Day shuttered his business.
Decades before Dapper Dan was offering premium bootlegs in Harlem, the fight for civil rights and the Black is Beautiful movement led to a rise in Afrocentric Black designers across America and elsewhere in the diaspora.
""I do think part of it was, of course, (Black-owned brands saying) 'We want to be successful in the fashion industry.
More than a trendIn the high fashion space in which many of today's most talked-about Black designers operate, however, highlighting race hasn't always been a priority.
""The diversity within the Black and Brown community is so enormous.",0.25777777777777783,"A family in Fort Worth, Texas, has been reunited with their daughter who was kidnapped as a baby more than five decades ago thanks to a DNA match from the ancestry service 23andMe https://t.co/SFBE8mojdt",0.3333333333333333
46,"Allyssia Alleyne , CNN Written byFor 20 years, photographer Diana Markosian thought she knew her family's immigration history -- or the gist of it, at least.
But after Svetlana and Eli married less than a year later (they remained so for nine), Santa Barbara became home.
Diana Markosian, Moscow Breadline, 2019, from Santa Barbara (Aperture, 2020) © Diana Markosian Credit: Courtesy Diana MarkosianBut in January 2017, when Markosian was 27, that narrative was disrupted.
The photos that comprise ""Santa Barbara"" are a careful mix of the cinematic and the personal, fantasy and reality.
Diana Markosian, The Argument , 2019, from Santa Barbara (Aperture, 2020) © Diana Markosian Credit: Courtesy Diana Markosian""I remember how special it was to come to America, and I never took that for granted.",0.005059523809523812,The Senate is set to vote Tuesday on final passage of a bipartisan bill to protect same-sex and interracial marriage https://t.co/eoVWuSRKzz,0.0
47,"Written by Jacqui Palumbo, CNNThe year's best architectural photographs have been revealed, highlighting the beauty of sleek geometry, abstracted silhouettes and industrial textures from around the world.
On Wednesday, organizers of the Architectural Photography Awards 2022 announced more than 20 finalists in categories including interiors, exteriors and buildings in use.
All of the shortlisted entries will be exhibited at the forthcoming World Architecture Festival in Lisbon, Portugal.
According to a press statement, photographers from 64 countries entered this year's competition, up from 42 last year.
The award, in its 10th year, is an ""annual reminder of how architectural photography can enhance our understanding of design, rather than merely recording what is there,"" he added.",0.25,The Supreme Court on Tuesday will consider the Biden administration’s discretion on removing non-citizens in a challenge brought by two Republican state attorneys general who say the Department of Homeland Security is skirting federal immigration law https://t.co/qYQhpw6AKd,0.05000000000000002
48,"Photographer Jon Horvath first visited Bliss by chance but he became transfixed by the tiny, remote desert town.
The small town of Bliss, Idaho, is 'disappearing' — a photographer has created a capsule of life thereBliss, Idaho, is nestled in the curve of Interstate 84, which snakes around the small, rural town on its way north to the state capital, Boise, some 85 miles away.
Credit: Jon Horvath""(Hall) summed up the state of the town,"" Horvath recalled of this early conversation.
Credit: Jon HorvathAt White Arrow Ranch, the owner Ron has built out the farm's infrastructure by hand, Horvath said.
Fittingly, at the end of ""This is Bliss,"" Horvath wrote a piece of short fiction loosely based on his experiences there.",0.015734265734265732,"Five police officers have been arrested and charged in connection with the transportation incident that left a man paralyzed from the chest down, according to a news release from the New Haven, Connecticut, State’s Attorney’s Office. https://t.co/6zGzPZ1Rdw",-0.006397306397306411
49,"""For Men Will Be Lovers of Self"" (2021, Los Angeles) Credit: David LaChapelle/Fotografiska New York""Sorrow"" (2021, Los Angeles) Credit: David LaChapelle/Fotografiska New YorkLaChapelle interpreted the scripture into a portrait last year -- a nude male model sitting in front of a mirror, tears wet on his face, holding a phone with a distorted image of himself on the screen.
""Staircase-to-Paradise"" (2018, Hawaii) Credit: David LaChapelle/Fotografiska New YorkDespite his reputation for provocative celebrity portraits, LaChapelle doesn't use religion subversively, but earnestly in his work.
""Behold"" (2015, Hawaii) Credit: David LaChapelle/Fotografiska New York""Mary-Magdalene; Abiding Lamentation"" (2018, Los Angeles) Credit: David LaChapelle/Fotografiska New York""I didn't listen to people who were twisting and perverting the word of God into something ugly,"" LaChapelle said.
""My Own Marilyn"" (2002, New York) Credit: David LaChapelle/Fotografiska New York""My Own Liz"" (2002, New York) Credit: David LaChapelle/Fotografiska New York""I love the solitude of nature, the peace that it brings me -- I feel closer to God,"" he said.
""Earth Laughs in Flowers; Wilting-Gossip"" (2008-2011, Los-Angeles) Credit: David LaChapelle/Fotografiska New York""I think that's why many people quit their jobs, I don't think it was just Covid or getting a check,"" he said.",0.15353535353535352,"Young demonstrators held up sheets of white paper — a metaphor for the critical social media posts, news articles, and outspoken online accounts that have been wiped from the internet as thousands of people took to the streets https://t.co/bAQzS3HTYB",0.03333333333333333
50,"Written by Oscar Holland, CNNIn Thurstan Redding's photography series ""Kids of Cosplay,"" the mundane and the fantastical collide in unexpected ways.
Credit: Thurstan ReddingThe reason, Redding explained, is that cosplay has become a ""global phenomenon"" -- one that connects like-minded people around the world regardless of where they are.
In a photo caption, she explains that cosplay helped her embrace her ""true self"" while undergoing gender transition.
""It's an example of how cosplay is a means of expression and a means of connecting with people,"" he added.
A retail worker, dressed as a ""Star Wars"" Resistance pilot, says cosplay helped her embrace her ""true self.""",0.12666666666666665,"Pete Davidson and Emily Ratajkowski were spotted over the weekend sitting together at a New York Knicks basketball game.
https://t.co/CqOpBMzumi",-0.13181818181818183
51,"But gruff, small-town Jeff doesn't actually exist -- he's one of 33 personas portrayed by the British fashion photographer and director Nadia Lee Cohen, who created them based on her collection of thrifted name tags.
Nadia Lee Cohen's self-portrait series imagines 33 different characters and their posessions based on nametags she collected at thrift shops and flea markets.
""I think there's some characters that might be more likable to people, but they're all so relatable,"" she said.
Hello, My Name Is "" is on view at Jeffrey Deitch in Los Angeles through August 13.
Video credits: Courtesy of the artist and Jeffrey Deitch, Los Angeles.",0.2,"UK travelers Alec and Jan Forman drove across Europe, Africa and Asia in a Land Rover back in 1977, relying on a compass and various maps to guide them through 29 different countries, including Afghanistan and Iran. https://t.co/mrE8kX4PVw",0.0
52,"A decade later, and with the help of photographers from across the region, they have published images and stories from 40 housing projects in 37 different cities.
Barbara, Plac Grunwaldzki housing estate in Wrocław, Poland (pictured top)""I was one of the first tenants here.
Josef, Jižní Město housing estate in Prague, Czech RepublicDavid Navarro/Martyna Sobecka/Zupagrafika""These panelák (pre-fabricated concrete) houses were built very quickly so that people had places to live.
Then the Velvet Revolution came and they wanted to tear them down; if they had demolished them, we would not have homes today.
Givi, Sky-Bridge housing estate in Tbilisi, GeorgiaGiorgi Zatiashvili/Zupagrafika""I have lived on the bridge floor for 40 years.",0.16426767676767676,"In hosting the World Cup, Qatar has been under intense pressure to enact legal changes. https://t.co/KJnJymzSsV",0.2
53,"The Spanish coast guard has rescued three people who were stowed on top of the rudder of a ship that arrived in the Canary Islands from Nigeria.
In a photograph distributed by the coastguard on Monday, the migrants are shown perched on the rudder of the oil and chemical tanker Althini II.
The Althini II arrived in Las Palmas in Gran Canaria on Monday after an 11-day voyage from Lagos in Nigeria, according to Marine Traffic, a ship-tracking website.
The Spanish-owned Canary Islands are a popular gateway for African migrants attempting to reach Europe.
Last year, more than 20,000 migrants crossed from the West African coastline to the Canary Islands, according to the Red Cross.",0.17777777777777778,Is JCPenney relevant to younger shopper? CEO says yes. https://t.co/GbMnZxhljR https://t.co/oG8y7A374q,0.2
54,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",0.018749999999999996,A Finnish brand is bringing high fashion to an unexpected venue: McDonald's. https://t.co/ROHrti2ZB5,0.13
55,"Reuters —Gunfire was heard on Monday from inside a besieged hotel in the Somali capital that was attacked on the weekend, a nearby resident and a police officer said, while parliament said it had postponed a scheduled session.
“There is still heavy gunfire inside the hotel, and we hear explosions from time to time … we are still in our houses since last night, when the siege started,” Ismail Haaji, who lives near the hotel, told Reuters.
“The fighters who launched the attack are still fighting inside the hotel, and they are fighting with the forces of Haramcad and Gaashaan, and security forces are trying to rescue the people trapped inside the hotel,” the officer added.
Government officials in Mogadishu frequently use the Villa Rosa hotel for meetings.
Somalia’s parliament said it had postponed a scheduled session for both of its houses.",-0.04000000000000001,Quilts can tell stories — sometimes surviving for generations. The Fabric of a Nation exhibition aims to reshape expectations of what quilts can be. https://t.co/BbzMxjWZIL,0.0
56,"Mogadishu CNN —The al Qaeda linked terror group al-Shabaab has carried out a suicide attack and stormed a central Mogadishu hotel frequented by Somalia’s ministers and members of parliament, Somali police said Sunday.
Al-Shabaab stormed the Villa Rose hotel near Somalia’s presidential palace following a suicide bombing at the gate at 8 p.m. local time (noon ET), according to police.
Bishar Ahmed confirmed to CNN that a major attack occurred at the hotel, which lies in a heavily protected zone in downtown Mogadishu, where the state house, ministries and a high-security intelligence prison are also located.
In May, US President Joe Biden decided to redeploy troops to Somalia in support of the local government and to counter al-Shabaab.
The move reversed a decision by former President Donald Trump to withdraw all US troops from the country.",0.09625000000000002,A previously unknown dinosaur with a remarkably flat head lived around 70 million years ago on an island home to dwarfed prehistoric creatures. https://t.co/96M7ILyxQs,-0.0625
57,"The Central Bank of Nigeria (CBN) says that the redesigned notes will replace notes currently in circulation by Jan. 2023.
But many locals are not impressed, describing the supposedly redesigned banknotes as a mere color revamp, given their similarities to the old notes.
“Snapchat filter, waste of time and resources, so a whole CBN cannot employ experts to redesign the naira notes.
The Nigerian leader added that replacing the current currency with the redesigned notes will help to combat the hoarding of funds outside of the banking system.
Old naira notes will be completely phased away by the end of January next year, the CBN says, as locals scramble to deposit their old notes at commercial banks.",-0.006666666666666669,"Americans gathered for Thanksgiving last week amid a flu season that's worse than any has been in more than a decade, and experts continue to urge caution as multiple respiratory viruses circulate at high levels nationwide. https://t.co/D5QBekdRol",0.052000000000000005
58,"This time round, Charles III hosted the first state visit of his reign and welcomed South African President Cyril Ramaphosa to the UK.
The South African state visit was Charles’s first big diplomatic test.
But this week, the prominence of the Prince and Princess of Wales during the state visit indicated that the couple have been elevated into crucial central roles.
PHOTOS OF THE WEEKHere’s a few of our favorite shots from the first state visit King Charles hosted as monarch.
Stefan Rousseau/WPA Pool/Getty ImagesThe state visit also allowed UK PM Rishi Sunak the opportunity to welcome Ramaphosa to 10 Downing Street for a bilateral meeting.",0.13749999999999998,Natural vs. artificial: Which Christmas tree option is better for the climate? https://t.co/2Btd99SdDG,0.0
59,"King Charles hosted his first state visit since becoming British monarch on Tuesday, welcoming South African President Cyril Ramaphosa to Buckingham Palace.
Charles, 74, rolled out the traditional pomp and ceremony for the first time as head of state, as Britain seeks to bolster its relations with its biggest trading partner in Africa.
Ramaphosa is scheduled to visit Westminster Abbey to lay a wreath at the Tomb of the Unknown Warrior and see the memorial stone for former South African President Nelson Mandela.
The Prince and Princess of Wales stand with South Africa's President Cyril Ramaphosa (C) at the Corinthia Hotel in London.
The last state visit to Britain by a South African leader was that of President Jacob Zuma in 2010 when he was met by Charles and Camilla at the start of the trip.",0.07727272727272727,US lawmakers have expressed alarm about Twitter’s alleged vulnerability to foreign exploitation. https://t.co/oWBc2pliYm,-0.1125
60,"More than 100 people, including women and children, were abducted when gunmen raided four villages in Nigeria’s northwestern Zamfara state on Sunday, the information commissioner and residents said on Monday.
Kidnapping has become endemic in northwest Nigeria as roving gangs of armed men abduct people from villages, highways and farms, and demand ransom money from their relatives.
More than 40 people were abducted from Kanwa village in Zurmi local government area of Zamfara, Zamfara information commissioner Ibrahim Dosara and one local resident said.
“Right now Kanwa village is deserted, the bandits divided themselves into two groups and attacked the community.
They kidnapped children aged between 14 to 16 years and women,” the Kanwa village resident said.",0.19761904761904758,"Most people’s brains shrink as they grow older. In SuperAgers, however, studies have shown the cortex, responsible for thinking, decision-making and memory, remains much thicker and shrinks more slowly than those of people in their 50s and 60s. https://t.co/Qq8ZRLYee3",0.2111111111111111
61,"Lagos, Nigeria CNN —The death of Queen Elizabeth II has prompted an outpouring of reflection and reaction online.
Among the worst atrocities under British rule occurred during the Mau Mau uprising, which started in 1952 – the year Queen Elizabeth took the throne.
Queen Elizabeth II on her way to the Kumasi Durbah with Kwame Nkrumah, President of Ghana, during her tour of Ghana, November 1961.
Queen Elizabeth II and Prince Philip wave to a crowd of schoolchildren at a rally held at a racecourse in Ibadan, Nigeria, February 15, 1956.
Queen Elizabeth II dances with President Kwame Nkrumah of Ghana, during her visit to Accra, Ghana, in 1961.",-0.5,The knockout stage has already arrived for the United States Men’s National Team at the World Cup – nothing less than a win on Tuesday will suffice when it takes on Iran in a winner-takes-all match. https://t.co/bjhy22zowv,0.3166666666666667
62,"A related question is also surfacing now: What is the legacy of the British Empire writ large?
Bergen: This reassessment of British Empire: You are leading the charge.
Bergen: So, are the British in high school as they learn about British history being told a bunch of fairy tales?
Are there similarities between the 1619 Project and what you and other colleagues are doing in your reassessment of the British Empire?
And I think that’s what we’re seeing in different kinds of ways with the history of the British Empire.",0.02266233766233766,"Hawaii is facing a rare geologic event: dueling volcano eruptions. Lt. Gov. Josh Green, the governor-elect of Hawaii, joins @thelauracoates to discuss the impacts on his state. Watch here: https://t.co/M4MvEKY056",0.04999999999999999
63,"Demands for the return of the Great Star of Africa and other diamonds -- along with calls for repatriations -- have intensified since the Queen's death.
South African media has been debating ownership of the gem, along with demands for the payment of reparations.
More than 6,000 people have signed a petition asking for the Great Star of Africa to be returned and displayed in a South African museum.
One wrote ,"" Did you ask her when would she bring back the South African diamond?,"" while another posted reacting to King Charles III's ascension that his ""First call of duty return South Africa's diamond!""
The largest of the stones was named the Great Star of Africa by King Edward VII, who also named the second largest cut stone the Smaller Star of Africa.",0.2572916666666667,"Marion Barter won plaudits for her warmth as an elementary school teacher, but in 1997 the 51-year-old mother-of-two became restless, quit her job, sold her house, and flew from Australia's beach-lined Gold Coast to start a new life in Europe. https://t.co/oqJSovy4PK",0.21818181818181817
64,"Ahead of her arrival, famed Nigerian artist Ben Enwonwu received a royal commission to commemorate her visit with a statue, which made him the first African artist to create an official portrait of a member of the royal family.
""In 1957, Queen Elizabeth II sat for Enwonwu for a large bronze sculpture,"" noted the Royal Collection Trust , which oversees the art collection of the British royal family.
Ben Enwonwu and HM Elizabeth II looking at his sculpture of the queen Credit: Courtesy Oliver Enwonwu/The Ben Enwonwu Foundation'African features'Enwonwu completed the sculpture in 1957 and raised some eyebrows at the time for depicting the queen with fuller lips.
""At the time, it (Enwonwu making a sculpture of the queen) was a big deal because he was an African artist.
Born in 1917, Enwonwu has been described as the most influential African artist of the 20th century.",0.09642857142857143,"US Rep. Donald McEachin, a Virginia Democrat, died Monday, according to a statement from his office. He was 61. https://t.co/VbJhrz8IuU",0.0
65,"I welcome progress here, as African nations are bearing the brunt of climate change.
It is now time for African nations to levy a climate export tax on commodities, such as cocoa and rubber, to help pay for climate adaptation.
Adaptation is all about building resilience and capacity, and I believe our governments, banks, and businesses must also adapt.
Additionally, G20 countries are asking their banks to forecast how risky their loans are due to climate change.
It is a wake-up call for African governments, banks, institutions, and companies to unite, step up, and adapt to a new climate reality.",0.11590909090909092,Luxury fashion house Balenciaga is suing the production company behind its Spring 2023 ad campaign after paperwork about a Supreme Court ruling on child pornography was identified in one of the images. https://t.co/WMgxrY39Sh,-0.4
66,"Addressing the summit early on Sunday morning, the European Union’s Climate Chief Frans Timmermans said the EU was “disappointed” with the final outcome of the summit.
Still, the biggest protest of the summit saw hundreds of activists marching through the venue last weekend, demanding climate payments.
And in previous public remarks, US Climate Envoy John Kerry had said loss and damage was not the same thing as climate reparations.
“The influence of the fossil fuel industry was found across the board,” Laurence Tubiana, CEO European Climate Foundation, said in a statement.
US Climate Envoy John Kerry gestures toward his Chinese counterpart Xie Zhenhua at the COP27 summit.",-0.08166666666666667,"High-intensity interval training, or HIIT workouts, has been a top 10 fitness trend since 2014. Yet there are similar forms of interval training that may be a better fit for your training goals and needs, experts say. Here are the three variations. https://t.co/AFfn3OfDAO",0.35
67,"By Lamide Akintobi , CNN Lagos, Nigeria Written by""Wakanda Forever,"" the sequel to ""Black Panther,"" Marvel Studios' award-winning $1.3 billion grossing movie, had its African premiere in Nigeria -- the first time Marvel has held an African premiere there.
The film follows the death in 2020 of Chadwick Boseman, who played King T'Challa -- the Black Panther -- in the original movie, released in 2018.
With the introduction of new anti-hero Namor, the king of underwater kingdom Talokan, who breaches Wakanda's defenses while the country is still grieving the loss of T'Challa, ""Wakanda Forever"" presents another mythical and powerful nation, -- this time with roots in Mayan culture.
1 / 12 The African premiere of ""Black Panther: Wakanda Forever"" was held in Lagos, Nigeria.
""Black Panther: Wakanda Forever"" is released in theaters worldwide on November 11.",0.035881542699724524,"Anti-Defamation League CEO, Jonathan Greenblatt, tells CNN’s @JohnBerman why he believes former President Donald Trump has “joined the ‘D-list’ of celebrities” after Trump dined with known white supremacist Nick Fuentes. Watch here: https://t.co/kxK8NRbsJK",0.0
68,"CNN —In Nelson Mandela Bay, in the Eastern Cape of South Africa, thousands of hectares of land could one day become the world’s largest green ammonia plant.
But by using renewable energy, “green” ammonia can be manufactured, slashing the carbon footprint of agricultural production and opening up the compound to further uses.
‘A completely green process’The process to make green ammonia is quite simple, Loubser says, requiring just water, air and energy.
But green ammonia could also be burned in existing coal-fired power plants to quickly reduce their CO2 emissions, the study notes, or in plants customized to run entirely on ammonia.
And many of the systems that will make use of green ammonia – including ship engines – are still under development, which is why production levels are low at the moment.",-0.03055555555555556,"“I remember it like it was yesterday,” says Steve Sampson, his face breaking into a smile before spending his morning reminiscing about what has frequently been described as the most politically charged match in World Cup history.  https://t.co/SlWTjbwiLZ",0.225
69,"CNN —Hundreds of elephants, wildebeests, and zebras have died across Kenya amid the nation’s longest drought in decades.
“The Kenya Wildlife Service Rangers, Community Scouts, and Research Teams counted the deaths of 205 elephants, 512 wildebeests, 381 common zebras, 51 buffalos, 49 Grevy’s zebras, and 12 giraffes in the past nine months,” a report released Friday by the country’s Ministry of Tourism said.
An elephant keeper rests next to a month-old calf at Reteti Elephant Sanctuary in Samburu, Kenya on October 12, 2022.
Yasuyoshi Chiba/AFP/Getty Images“The drought has caused mortality of wildlife, mostly herbivore species,” Malonza said.
According to the ministry, Kenya had just 36,000 elephants left last year.",-0.00833333333333334,Rats in northern India have been accused of eating hundreds of kilograms of cannabis seized from drug dealers and stored in police warehouses. https://t.co/y3tboXl6HL,0.0
70,"The Grevy Zebra, the world’s rarest of the zebra species, has been the worst hit species by the drought.
“If the approaching rainy season fails, Grevy’s zebra face a very serious threat of starvation,” she said.
“Since June, we have lost 58 Grevy’s zebra and mortality cases are rising as the drought intensifies.”Even the most drought-resistant animals are impacted.
The Grevy’s Zebra Trust says it is helping endangered species survive the drought through supplementary feeding.
The Grevy's Zebra Trust provides supplementary hay to help endangered Grevy's zebra survive the drought crisis in Northern Kenya.",-0.2866666666666667,Protesters have taken to the streets across China after years of the government's zero-Covid policy have left citizens feeling desperate. CNN's @selinawangtv reports from China. https://t.co/YDUrg9PhpY https://t.co/c5sXLKhMo4,-0.3
71,"CNN —Although “inspired by true events,” “The Woman King” clearly isn’t tethered to them, using the underlying story of 19th-century female warriors in an African kingdom as the jumping-off point for a rousing action vehicle, augmented by plenty of melodrama.
It’s an egalitarian streak within a society where the king (John Boyega) still possesses a sprawling harem.
Nanisca worries that her warriors “do not know an evil is coming,” a tease for the pending battle against the Oyo.
If the finish is a bit too busy to be as rousing as intended, by then, “The Woman King” has made the most of its formidable arsenal.
“The Woman King” premieres September 16 in US theaters.",-0.01666666666666667,"The Covid-19 pandemic has carried a key lesson for public health officials, Dr. Anthony Fauci said Monday: When talking to Americans, be clear that science is often a moving target. https://t.co/TLJWK7d66s",0.03333333333333334
72,"Nsenga K. Burton Courtesy of Nsenga K. BurtonInspired by true events, “The Woman King” was directed by Gina Prince-Bythewood and produced by Academy award-winning actress Viola Davis (who also stars) and veteran actress/producer Maria Bello.
But there are calls to boycott the film because, to its critics (even those not calling for a boycott), it underplays the role played by the Dahomey Kingdom in the Atlantic slave trade.
Join us on Twitter and Facebook“The Woman King” is an outstanding film in the tradition of classics like “Spartacus” (1960), “Braveheart” (1995) and “The Gladiator” (2000).
The difference is that Black women are at the center of the action, both on-screen and behind the camera.
The effort by some to erase their work in “The Woman King” is lamentable.",0.04047619047619048,The World Cup match between Portugal and Uruguay was briefly interrupted by a pitch invader waving a rainbow flag on the field at the Lusail Iconic Stadium on Monday. https://t.co/r47ShAkavT,0.25
73,"In recent years, the genre has gained a foothold in Western pop culture, and the Grammys are taking notice.
Recording Academy CEO Harvey Mason Jr. recently said that the Grammys were considering adding an award category for Afrobeats.
Throughout the year, the Recording Academy – the group of music industry professionals that presents the Grammy Awards – accepts proposals for new categories from its members.
Those proposals are then reviewed by a committee and voted on by the Recording Academy Board of Trustees.
“My goal is to make sure that we represent all genres of music, including Afrobeats, at the Grammys.",0.12727272727272726,Former Vice President Mike Pence said Monday that Donald Trump was “wrong” to recently have dinner with White nationalist and Holocaust denier Nick Fuentes and rapper Kanye West at his Florida resort and that the former president should apologize for it. https://t.co/zQEDKvtDjx,-0.1
74,"Eze’s YouTube channel receives one of the highest Super Chat donations in the world, according to Playboard.
“I remember last year Pastor Jerry said we should write seven things we want to see happen, and we prayed and I believed.
Jerry Eze courtesy Pastor Jerry Eze“I never shared those aspirations (to be a preacher).
Jerry Eze pictured with wife Eno.
“People all over the world are accustomed to waking up and finding Pastor Jerry online,” Eze says.",0.16666666666666666,"These rescued sea turtles are being rehabilitated after they were stunned by cold water near Cape Cod, Massachusetts. https://t.co/vMvdENizUC https://t.co/ErbRShpZh9",-0.25
75,"Today, she’s giving 4,000 kids the chance for a brighter future through her nonprofit, TechLit Africa.
CNN Hero Nelly CheboiCheboi made inroads with businesses in her profession, and in 2018 she began accepting recycled computers from them.
TechLit Africa now works with freight and shipping companies to transport the donated computers so it’s more cost efficient.
Check out the TechLit Africa website and see how to help.
To donate to TechLit Africa via GoFundMe, click here",0.25,Former President Donald Trump will not return to Georgia to campaign with Republican Senate candidate Herschel Walker during the runoff election. CNN’s @ForecasterEnten explains why Republicans are relieved by Trump’s absence. Watch here: https://t.co/JHkwdAGFSd,-0.00625
76,"CNN —When Nigeria’s national football team competed at the 1996 Atlanta Olympics, few thought it could stand shoulder-to-shoulder with countries like Argentina and Brazil.
But the team, lovingly nicknamed the Super Eagles, stunned the footballing world by winning gold in the world’s biggest sporting event.
“Super Eagles 96,” a new documentary by London-born filmmaker Yemi Bamiro, which recently premiered at the London Film Festival, showcases this brief, but important moment in Nigerian history.
Director Yemi Bamiro at the ""Super Eagles 96"" world premiere at the BFI London Film Festival on October 13, 2022.
Clemens Westerhof, the “Dutchgerian,” coached the national football team between 1989 and 1994, laying the groundwork for the Olympic victory.",0.22148760330578512,"The Orion spacecraft, which is at the core of NASA’s historic Artemis I mission, reached its farthest distance from Earth Monday afternoon, shattering the record for the maximum distance a spacecraft designed to carry humans has ever traveled. https://t.co/VciD3ukl4i",0.0
77,"Now 52, he’s spent decades working to elevate Nigeria’s music industry and empower African artists across the continent, and has become one of the most influential entertainment executives in the country.
Animashaun soaked up everything he could learn about artists, their music, and the industry at large.
The first issue of Hip Hop World Magazine published in 1995.
By this time, Afrobeats music was quickly gaining popularity and Animashaun says he felt he wanted to do more to help emerging artists.
“Integrity is everything”In 2006, Hip Hop World Magazine debuted the Hip Hop World Awards, which were later rebranded as The Headies.",0.21220238095238095,Billionaire investor Leon Black has been sued by a woman alleging he “brutal[ly]” raped her at Jeffrey Epstein’s Manhattan townhouse in spring 2002. https://t.co/WdOc6ciJLf,-0.16666666666666666
78,"Among its most recent and most impressive designs is a start-up hub called Norrsken Kigali House, commissioned by the Swedish Norrsken Foundation, which supports entrepreneurship globally.
A rendering of entrepreneurship hub Norrsken Kigali House.
This rendering shows an aerial view of Norrsken Kigali House.
A study pod at the African Leadership University in Kigali, Rwanda.
Some of these graduates, like Minuifuong Nghombombong, founder of international home rental platform Bongalo, are already using Norrsken Kigali House as their base and helping to grow the entrepreneurial ecosystem in the city.",0.15,"It’s been more than two weeks since the stabbing deaths of four students at an off-campus home, and with no suspect or arrest, “people are kind of sketched out” as they return to campus from Thanksgiving break, one student said Monday. https://t.co/IuTGeParQW",0.1125
79,"Written by Tom Bouchier-Hayes, CNN LondonThere's a distinct buzz around the Africa Fashion exhibition at London's prestigious Victoria and Albert Museum.
Starting with the period when many African nations were declaring independence, the exhibition examines the role fashion played in the continent's cultural renaissance.
The exhibition features the work of some of the most important names in the development of African fashion, including Folashade ""Shade"" Thomas-Fahm, who is often described as Nigeria's first modern designerA design by Folashade ""Shade"" Thomas-Fahm, from the 1970s.
Credit: Chelsea LeeHer work is showcased on the first floor of the exhibition, near to pieces by multi-award winning South African designer Lukhanyo Mdingi.
He added that the exhibition will provide a valuable record of achievements in African craft and storytelling.",0.20666666666666667,"Pentatonix is here to get you in the holiday spirit. The singing group's new Christmas album is out now, along with holiday sounds from Scott Weiland and The Linda Lindas. https://t.co/b67GYP9ANk https://t.co/4LiEKQPzSs",0.13636363636363635
80,"(CNN) — While tea may be Kenya's largest export , a new beverage is brewing in central Nairobi: cappuccinos made with a splash of camel's milk.
In Kenya, more than four million camels roam the country's pastoral lands, a number that has quadrupled since 1999, according to the Kenya Camel Association.
For one of East Africa's largest camel milk producers, White Gold Camel Milk, the opportunities for growth are apparent.
The UN Food and Agriculture Organization says camel milk has triple the amount of vitamin C compared to cow's milk.
To expand the sector, the camel milk industry in Kenya is pushing for a more formal value chain.",0.15043290043290045,"Morning people, rejoice: CNN This Morning airs weekdays at 6 a.m. ET with @DonLemon, @PoppyHarlowCNN, and @KaitlanCollins https://t.co/DSC1YdQIZa",0.0
